,from,to,percentage
2955,selle,seller,1.0
2956,seller,sellers,1.0
2957,sellers,sellers,1.0
2958,selli,sellin,1.0
2959,sellin,selling,1.0
2960,selling,selling,1.0
2961,see,seem,0.99920912
2962,see,seei,0.00079088
2963,seem,seemi,1.0
2964,seemi,seemin,1.0
2965,seemin,seeming,1.0
2966,seeming,seeming,1.0
2967,seei,seein,1.0
2968,seein,seeing,1.0
2969,seeing,seeings,1.0
2970,seeings,seeings,1.0
2971,sc,scr,0.43279753
2972,sc,sch,0.54637404
2973,sc,sca,0.02082843
2974,scr,scre,1.0
2975,scre,screa,0.31049436
2976,scre,scree,0.68950564
2977,screa,scream,1.0
2978,scream,screami,0.38477654
2979,scream,screame,0.28351955
2980,scream,screams,0.33170391
2981,screami,screamin,1.0
2982,screamin,screaming,1.0
2983,screaming,screaming,1.0
2984,screame,screamed,1.0
2985,screamed,screamed,1.0
2986,screams,screams,1.0
2987,scree,screen,1.0
2988,screen,screene,0.07232704
2989,screen,screens,0.92767296
2990,screene,screened,1.0
2991,screened,screened,1.0
2992,screens,screens,1.0
2993,sch,scho,1.0
2994,scho,schoo,1.0
2995,schoo,school,1.0
2996,school,schoole,0.00554764
2997,school,schools,0.99445236
2998,schoole,schooled,1.0
2999,schooled,schooled,1.0
3000,schools,schools,1.0
3001,sca,scar,1.0
3002,scar,scare,0.0042937
3003,scar,scari,0.9957063
3004,scare,scarer,1.0
3005,scarer,scarers,1.0
3006,scarers,scarers,1.0
3007,scari,scarin,1.0
3008,scarin,scaring,1.0
3009,scaring,scaring,1.0
3010,sn,sna,1.0
3011,sna,snap,1.0
3012,snap,snapp,1.0
3013,snapp,snappi,1.0
3014,snappi,snappin,1.0
3015,snappin,snapping,1.0
3016,snapping,snapping,1.0
3017,sm,smo,0.00250679
3018,sm,sme,0.44495509
3019,sm,sma,0.55253812
3020,smo,smok,1.0
3021,smok,smoki,1.0
3022,smoki,smokin,1.0
3023,smokin,smoking,1.0
3024,smoking,smokings,1.0
3025,smokings,smokings,1.0
3026,sme,smel,1.0
3027,smel,smell,1.0
3028,smell,smelli,1.0
3029,smelli,smellin,1.0
3030,smellin,smelling,1.0
3031,smelling,smelling,1.0
3032,sma,smal,1.0
3033,smal,small,1.0
3034,small,smalle,1.0
3035,smalle,smalles,1.0
3036,smalles,smallest,1.0
3037,smallest,smallest,1.0
3038,sl,sli,0.51929674
3039,sl,sle,0.44875643
3040,sl,sla,0.03194683
3041,sli,slip,0.25681255
3042,sli,slig,0.74318745
3043,slip,slipp,1.0
3044,slipp,slippi,1.0
3045,slippi,slippin,1.0
3046,slippin,slipping,1.0
3047,slipping,slipping,1.0
3048,slig,sligh,1.0
3049,sligh,slight,1.0
3050,slight,slightl,1.0
3051,slightl,slightly,1.0
3052,slightly,slightly,1.0
3053,sle,slee,1.0
3054,slee,sleep,1.0
3055,sleep,sleepe,0.06832298
3056,sleep,sleepi,0.93167702
3057,sleepe,sleeper,1.0
3058,sleeper,sleepers,1.0
3059,sleepers,sleepers,1.0
3060,sleepi,sleepin,1.0
3061,sleepin,sleeping,1.0
3062,sleeping,sleeping,1.0
3063,sla,slam,1.0
3064,slam,slamm,1.0
3065,slamm,slammi,1.0
3066,slammi,slammin,1.0
3067,slammin,slamming,1.0
3068,slamming,slamming,1.0
3069,sk,ski,1.0
3070,ski,skin,1.0
3071,skin,skinn,1.0
3072,skinn,skinni,1.0
3073,skinni,skinnin,1.0
3074,skinnin,skinning,1.0
3075,skinning,skinning,1.0
3076,sw,swi,0.51499118
3077,sw,swe,0.48500882
3078,swi,swin,1.0
3079,swin,swing,1.0
3080,swing,swinge,0.54452055
3081,swing,swingi,0.45547945
3082,swinge,swinger,1.0
3083,swinger,swingers,1.0
3084,swingers,swingers,1.0
3085,swingi,swingin,1.0
3086,swingin,swinging,1.0
3087,swinging,swinging,1.0
3088,swe,swee,1.0
3089,swee,sweet,1.0
3090,sweet,sweete,1.0
3091,sweete,sweetes,0.43272727
3092,sweete,sweeter,0.56727273
3093,sweetes,sweetest,1.0
3094,sweetest,sweetest,1.0
3095,sweeter,sweeter,1.0
3096,sa,say,0.55832621
3097,sa,sav,0.39142443
3098,sa,san,0.03735421
3099,sa,sad,0.01289515
3100,say,sayi,1.0
3101,sayi,sayin,1.0
3102,sayin,saying,1.0
3103,saying,sayings,1.0
3104,sayings,sayings,1.0
3105,sav,savi,1.0
3106,savi,savin,1.0
3107,savin,saving,1.0
3108,saving,savings,1.0
3109,savings,savings,1.0
3110,san,sand,1.0
3111,sand,sandi,1.0
3112,sandi,sandin,1.0
3113,sandin,sanding,1.0
3114,sanding,sanding,1.0
3115,sad,sadd,1.0
3116,sadd,sadde,1.0
3117,sadde,saddes,1.0
3118,saddes,saddest,1.0
3119,saddest,saddest,1.0
3120,sy,sys,1.0
3121,sys,syst,1.0
3122,syst,syste,1.0
3123,syste,system,1.0
3124,system,systems,1.0
3125,systems,systems,1.0
3126,b,bu,0.16888554
3127,b,br,0.21023628
3128,b,bo,0.1153206
3129,b,ba,0.0108439
3130,b,be,0.401891
3131,b,bl,0.04585716
3132,b,bi,0.04696552
3133,bu,bus,0.69295219
3134,bu,bui,0.30398902
3135,bu,bur,0.00305879
3136,bus,busi,1.0
3137,busi,busin,1.0
3138,busin,busine,1.0
3139,busine,busines,1.0
3140,busines,business,1.0
3141,business,businesse,1.0
3142,businesse,businesses,1.0
3143,businesses,businesses,1.0
3144,bui,buil,1.0
3145,buil,build,1.0
3146,build,buildi,0.86806355
3147,build,builde,0.13193645
3148,buildi,buildin,1.0
3149,buildin,building,1.0
3150,building,buildings,1.0
3151,buildings,buildings,1.0
3152,builde,builder,1.0
3153,builder,builders,1.0
3154,builders,builders,1.0
3155,bur,burn,1.0
3156,burn,burni,1.0
3157,burni,burnin,1.0
3158,burnin,burning,1.0
3159,burning,burnings,1.0
3160,burnings,burnings,1.0
3161,br,bre,0.39776968
3162,br,bri,0.34582038
3163,br,bro,0.1155486
3164,br,bra,0.14086134
3165,bre,brea,1.0
3166,brea,breat,0.22051945
3167,brea,breas,0.20924132
3168,brea,break,0.57023922
3169,breat,breath,1.0
3170,breath,breathi,0.00031026
3171,breath,breathe,0.66763931
3172,breath,breaths,0.33205043
3173,breathi,breathin,1.0
3174,breathin,breathing,1.0
3175,breathing,breathings,1.0
3176,breathings,breathings,1.0
3177,breathe,breather,0.00722022
3178,breathe,breathed,0.30148245
3179,breathe,breathes,0.69129733
3180,breather,breathers,1.0
3181,breathers,breathers,1.0
3182,breathed,breathed,1.0
3183,breathes,breathes,1.0
3184,breaths,breaths,1.0
3185,breas,breast,1.0
3186,breast,breasti,0.0008242
3187,breast,breaste,0.14119523
3188,breast,breasts,0.85798057
3189,breasti,breastin,1.0
3190,breastin,breasting,1.0
3191,breasting,breasting,1.0
3192,breaste,breasted,1.0
3193,breasted,breasted,1.0
3194,breasts,breasts,1.0
3195,break,breaki,0.95190878
3196,break,breake,0.04809122
3197,breaki,breakin,1.0
3198,breakin,breaking,1.0
3199,breaking,breaking,1.0
3200,breake,breaker,1.0
3201,breaker,breakers,1.0
3202,breakers,breakers,1.0
3203,bri,brig,0.09462922
3204,bri,brid,0.3734765
3205,bri,brin,0.53189428
3206,brig,brigh,1.0
3207,brigh,bright,1.0
3208,bright,brighte,1.0
3209,brighte,brightes,0.43986254
3210,brighte,brighter,0.56013746
3211,brightes,brightest,1.0
3212,brightest,brightest,1.0
3213,brighter,brighter,1.0
3214,brid,bridg,1.0
3215,bridg,bridgi,0.10883761
3216,bridg,bridge,0.89116239
3217,bridgi,bridgin,1.0
3218,bridgin,bridging,1.0
3219,bridging,bridging,1.0
3220,bridge,bridges,0.84513923
3221,bridge,bridged,0.15486077
3222,bridges,bridges,1.0
3223,bridged,bridged,1.0
3224,brin,bring,1.0
3225,bring,bringi,0.99959649
3226,bring,bringe,0.00040351
3227,bringi,bringin,1.0
3228,bringin,bringing,1.0
3229,bringing,bringing,1.0
3230,bringe,bringer,1.0
3231,bringer,bringers,1.0
3232,bringers,bringers,1.0
3233,bro,brow,0.07055961
3234,bro,brot,0.92944039
3235,brow,brown,1.0
3236,brown,browni,1.0
3237,browni,brownin,1.0
3238,brownin,browning,1.0
3239,browning,brownings,1.0
3240,brownings,brownings,1.0
3241,brot,broth,1.0
3242,broth,brothe,1.0
3243,brothe,brother,1.0
3244,brother,brothers,1.0
3245,brothers,brothers,1.0
3246,bra,brai,0.11104192
3247,bra,bran,0.88895808
3248,brai,brain,1.0
3249,brain,braini,0.97418937
3250,brain,braine,0.02581063
3251,braini,brainin,1.0
3252,brainin,braining,1.0
3253,braining,braining,1.0
3254,braine,brained,1.0
3255,brained,brained,1.0
3256,bran,branc,1.0
3257,branc,branch,1.0
3258,branch,branche,1.0
3259,branche,branches,0.89806915
3260,branche,branched,0.10193085
3261,branches,branches,1.0
3262,branched,branched,1.0
3263,bo,bot,0.79695549
3264,bo,boa,0.00684605
3265,bo,boo,0.12311094
3266,bo,box,0.07308751
3267,bot,both,0.12541315
3268,bot,bott,0.87458685
3269,both,bothe,1.0
3270,bothe,bother,1.0
3271,bother,botheri,0.35280517
3272,bother,bothere,0.31592718
3273,bother,bothers,0.33126765
3274,botheri,botherin,1.0
3275,botherin,bothering,1.0
3276,bothering,bothering,1.0
3277,bothere,botherer,0.00013764
3278,bothere,bothered,0.99986236
3279,botherer,botherers,1.0
3280,botherers,botherers,1.0
3281,bothered,bothered,1.0
3282,bothers,bothers,1.0
3283,bott,botto,0.7083652
3284,bott,bottl,0.2916348
3285,botto,bottom,1.0
3286,bottom,bottomi,0.00325956
3287,bottom,bottome,0.00641531
3288,bottom,bottoms,0.99032513
3289,bottomi,bottomin,1.0
3290,bottomin,bottoming,1.0
3291,bottoming,bottoming,1.0
3292,bottome,bottomed,1.0
3293,bottomed,bottomed,1.0
3294,bottoms,bottoms,1.0
3295,bottl,bottli,0.08522441
3296,bottl,bottle,0.91477559
3297,bottli,bottlin,1.0
3298,bottlin,bottling,1.0
3299,bottling,bottling,1.0
3300,bottle,bottles,0.88754135
3301,bottle,bottled,0.11245865
3302,bottles,bottles,1.0
3303,bottled,bottled,1.0
3304,boa,boat,0.00129069
3305,boa,boar,0.99870931
3306,boat,boati,1.0
3307,boati,boatin,1.0
3308,boatin,boating,1.0
3309,boating,boatings,1.0
3310,boatings,boatings,1.0
3311,boar,board,1.0
3312,board,boarde,1.0
3313,boarde,boarded,1.0
3314,boarded,boarded,1.0
3315,boo,book,0.87427144
3316,boo,boot,0.12572856
3317,book,booki,1.0
3318,booki,bookin,1.0
3319,bookin,booking,1.0
3320,booking,bookings,1.0
3321,bookings,bookings,1.0
3322,boot,booti,1.0
3323,booti,bootin,1.0
3324,bootin,booting,1.0
3325,booting,booting,1.0
3326,box,boxi,1.0
3327,boxi,boxin,1.0
3328,boxin,boxing,1.0
3329,boxing,boxings,1.0
3330,boxings,boxings,1.0
3331,ba,bat,0.80341949
3332,ba,bac,0.00507997
3333,ba,ban,0.00072929
3334,ba,bag,0.16842376
3335,ba,bal,0.02234749
3336,bat,bath,1.0
3337,bath,bathr,1.0
3338,bathr,bathro,1.0
3339,bathro,bathroo,1.0
3340,bathroo,bathroom,1.0
3341,bathroom,bathrooms,1.0
3342,bathrooms,bathrooms,1.0
3343,bac,back,1.0
3344,back,backi,1.0
3345,backi,backin,1.0
3346,backin,backing,1.0
3347,backing,backings,1.0
3348,backings,backings,1.0
3349,ban,bank,1.0
3350,bank,banki,1.0
3351,banki,bankin,1.0
3352,bankin,banking,1.0
3353,banking,bankings,1.0
3354,bankings,bankings,1.0
3355,bag,bagg,1.0
3356,bagg,baggi,0.69255663
3357,bagg,bagge,0.30744337
3358,baggi,baggin,1.0
3359,baggin,bagging,1.0
3360,bagging,bagging,1.0
3361,bagge,bagger,1.0
3362,bagger,baggers,1.0
3363,baggers,baggers,1.0
3364,bal,ball,1.0
3365,ball,balli,1.0
3366,balli,ballin,1.0
3367,ballin,balling,1.0
3368,balling,balling,1.0
3369,be,bel,0.12550901
3370,be,bet,0.00045886
3371,be,bea,0.12088985
3372,be,bec,0.72211065
3373,be,bed,0.03103164
3374,bel,belo,0.14248887
3375,bel,beli,0.85751113
3376,belo,belon,1.0
3377,belon,belong,1.0
3378,belong,belonge,1.0
3379,belonge,belonged,1.0
3380,belonged,belonged,1.0
3381,beli,belie,1.0
3382,belie,believ,1.0
3383,believ,believe,1.0
3384,believe,believes,0.74063952
3385,believe,believed,0.25936048
3386,believes,believes,1.0
3387,believed,believed,1.0
3388,bet,bett,1.0
3389,bett,bette,1.0
3390,bette,better,1.0
3391,better,bettere,1.0
3392,bettere,bettered,1.0
3393,bettered,bettered,1.0
3394,bea,beac,0.68583636
3395,bea,beat,0.15211827
3396,bea,bear,0.16204537
3397,beac,beach,1.0
3398,beach,beachi,0.00126297
3399,beach,beache,0.99873703
3400,beachi,beachin,1.0
3401,beachin,beaching,1.0
3402,beaching,beaching,1.0
3403,beache,beached,0.00539926
3404,beache,beaches,0.99460074
3405,beached,beached,1.0
3406,beaches,beaches,1.0
3407,beat,beati,0.92130518
3408,beat,beate,0.07869482
3409,beati,beatin,1.0
3410,beatin,beating,1.0
3411,beating,beatings,1.0
3412,beatings,beatings,1.0
3413,beate,beater,1.0
3414,beater,beaters,1.0
3415,beaters,beaters,1.0
3416,bear,beari,1.0
3417,beari,bearin,1.0
3418,bearin,bearing,1.0
3419,bearing,bearing,1.0
3420,bec,beco,0.49613035
3421,bec,beca,0.50386965
3422,beco,becom,1.0
3423,becom,becomi,0.20771757
3424,becom,become,0.79228243
3425,becomi,becomin,1.0
3426,becomin,becoming,1.0
3427,becoming,becoming,1.0
3428,become,becomes,1.0
3429,becomes,becomes,1.0
3430,beca,becau,1.0
3431,becau,becaus,1.0
3432,becaus,because,1.0
3433,because,because,1.0
3434,bed,bedd,0.32985782
3435,bed,bedr,0.67014218
3436,bedd,beddi,1.0
3437,beddi,beddin,1.0
3438,beddin,bedding,1.0
3439,bedding,beddings,1.0
3440,beddings,beddings,1.0
3441,bedr,bedro,1.0
3442,bedro,bedroo,1.0
3443,bedroo,bedroom,1.0
3444,bedroom,bedrooms,1.0
3445,bedrooms,bedrooms,1.0
3446,bl,bla,0.0104505
3447,bl,blo,0.9895495
3448,bla,blac,1.0
3449,blac,black,1.0
3450,black,blacki,0.22545634
3451,black,blacke,0.77454366
3452,blacki,blackin,1.0
3453,blackin,blacking,1.0
3454,blacking,blacking,1.0
3455,blacke,blackes,0.51273885
3456,blacke,blacker,0.48726115
3457,blackes,blackest,1.0
3458,blackest,blackest,1.0
3459,blacker,blacker,1.0
3460,blo,bloc,0.82944747
3461,blo,bloo,0.02258577
3462,blo,blow,0.14796676
3463,bloc,block,1.0
3464,block,blocki,0.40829146
3465,block,blocke,0.59170854
3466,blocki,blockin,1.0
3467,blockin,blocking,1.0
3468,blocking,blocking,1.0
3469,blocke,blocker,0.15605096
3470,blocke,blocked,0.84394904
3471,blocker,blockers,1.0
3472,blockers,blockers,1.0
3473,blocked,blocked,1.0
3474,bloo,blood,1.0
3475,blood,bloode,1.0
3476,bloode,blooded,1.0
3477,blooded,blooded,1.0
3478,blow,blowi,0.73591549
3479,blow,blowe,0.26408451
3480,blowi,blowin,1.0
3481,blowin,blowing,1.0
3482,blowing,blowing,1.0
3483,blowe,blower,1.0
3484,blower,blowers,1.0
3485,blowers,blowers,1.0
3486,bi,big,0.97407501
3487,bi,bir,0.02592499
3488,big,bigg,1.0
3489,bigg,bigge,1.0
3490,bigge,bigges,1.0
3491,bigges,biggest,1.0
3492,biggest,biggest,1.0
3493,bir,bird,1.0
3494,bird,birdi,1.0
3495,birdi,birdin,1.0
3496,birdin,birding,1.0
3497,birding,birding,1.0
3498,y,yo,0.40805049
3499,y,ye,0.59194951
3500,yo,you,1.0
3501,you,youn,0.34951871
3502,you,your,0.65048129
3503,youn,young,1.0
3504,young,youngl,0.00241251
3505,young,younge,0.99758749
3506,youngl,youngli,1.0
3507,youngli,younglin,1.0
3508,younglin,youngling,1.0
3509,youngling,younglings,1.0
3510,younglings,younglings,1.0
3511,younge,younges,0.15829146
3512,younge,younger,0.84170854
3513,younges,youngest,1.0
3514,youngest,youngest,1.0
3515,younger,younger,1.0
3516,your,yours,1.0
3517,yours,yourse,1.0
3518,yourse,yoursel,1.0
3519,yoursel,yourself,1.0
3520,yourself,yourself,1.0
3521,ye,yel,1.0
3522,yel,yell,1.0
3523,yell,yello,0.95682089
3524,yell,yelli,0.04317911
3525,yello,yellow,1.0
3526,yellow,yellowe,0.00119509
3527,yellow,yellows,0.99880491
3528,yellowe,yellowed,0.91101135
3529,yellowe,yellower,0.08898865
3530,yellowed,yellowed,1.0
3531,yellower,yellower,1.0
3532,yellows,yellows,1.0
3533,yelli,yellin,1.0
3534,yellin,yelling,1.0
3535,yelling,yelling,1.0
3536,w,wa,0.06162494
3537,w,wo,0.35845647
3538,w,wi,0.36841183
3539,w,wh,0.07761508
3540,w,we,0.03696818
3541,w,wr,0.0969235
3542,wa,wat,0.00050857
3543,wa,was,0.00195224
3544,wa,wal,0.31518956
3545,wa,wai,4.35e-05
3546,wa,war,0.44130436
3547,wa,wan,0.24092396
3548,wa,wak,7.781e-05
3549,wat,wate,0.65438108
3550,wat,watc,0.34561892
3551,wate,water,1.0
3552,water,wateri,1.0
3553,wateri,waterin,1.0
3554,waterin,watering,1.0
3555,watering,waterings,1.0
3556,waterings,waterings,1.0
3557,watc,watch,1.0
3558,watch,watchi,1.0
3559,watchi,watchin,1.0
3560,watchin,watching,1.0
3561,watching,watchings,1.0
3562,watchings,watchings,1.0
3563,was,wash,1.0
3564,wash,washi,1.0
3565,washi,washin,1.0
3566,washin,washing,1.0
3567,washing,washings,1.0
3568,washings,washings,1.0
3569,wal,walk,0.97654866
3570,wal,wall,0.02345134
3571,walk,walki,0.00035275
3572,walk,walke,0.99964725
3573,walki,walkin,1.0
3574,walkin,walking,1.0
3575,walking,walkings,1.0
3576,walkings,walkings,1.0
3577,walke,walker,1.0
3578,walker,walkers,1.0
3579,walkers,walkers,1.0
3580,wall,walli,1.0
3581,walli,wallin,1.0
3582,wallin,walling,1.0
3583,walling,walling,1.0
3584,wai,wait,1.0
3585,wait,waiti,1.0
3586,waiti,waitin,1.0
3587,waitin,waiting,1.0
3588,waiting,waitings,1.0
3589,waitings,waitings,1.0
3590,war,warm,0.96489822
3591,war,warr,0.03510178
3592,warm,warme,0.56395349
3593,warm,warmi,0.43604651
3594,warme,warmer,0.5640648
3595,warme,warmes,0.4359352
3596,warmer,warmers,1.0
3597,warmers,warmers,1.0
3598,warmes,warmest,1.0
3599,warmest,warmest,1.0
3600,warmi,warmin,1.0
3601,warmin,warming,1.0
3602,warming,warming,1.0
3603,warr,warri,1.0
3604,warri,warrin,1.0
3605,warrin,warring,1.0
3606,warring,warring,1.0
3607,wan,want,1.0
3608,want,wante,0.00032148
3609,want,wanti,0.99967852
3610,wante,wanter,1.0
3611,wanter,wanters,1.0
3612,wanters,wanters,1.0
3613,wanti,wantin,1.0
3614,wantin,wanting,1.0
3615,wanting,wanting,1.0
3616,wak,waki,1.0
3617,waki,wakin,1.0
3618,wakin,waking,1.0
3619,waking,wakings,1.0
3620,wakings,wakings,1.0
3621,wo,won,0.13102694
3622,wo,wou,0.08098741
3623,wo,wor,0.78798565
3624,won,wond,1.0
3625,wond,wonde,1.0
3626,wonde,wonder,1.0
3627,wonder,wonderi,0.43990719
3628,wonder,wondere,0.16426914
3629,wonder,wonders,0.39582367
3630,wonderi,wonderin,1.0
3631,wonderin,wondering,1.0
3632,wondering,wondering,1.0
3633,wondere,wondered,1.0
3634,wondered,wondered,1.0
3635,wonders,wonders,1.0
3636,wou,woul,1.0
3637,woul,would,1.0
3638,would,wouldn,1.0
3639,wouldn,wouldn-,0.4451952
3640,wouldn,wouldn-,0.5548048
3641,wouldn-,wouldn-t,1.0
3642,wouldn-t,wouldn-t,1.0
3643,wouldn-,wouldn-t,1.0
3644,wouldn-t,wouldn-t,1.0
3645,wor,worr,0.3279321
3646,wor,work,0.64969136
3647,wor,word,0.02237654
3648,worr,worry,0.36941176
3649,worr,worri,0.63058824
3650,worry,worryi,1.0
3651,worryi,worryin,1.0
3652,worryin,worrying,1.0
3653,worrying,worrying,1.0
3654,worri,worrie,1.0
3655,worrie,worries,0.5261194
3656,worrie,worried,0.4738806
3657,worries,worries,1.0
3658,worried,worried,1.0
3659,work,worki,0.72327791
3660,work,worke,0.27672209
3661,worki,workin,1.0
3662,workin,working,1.0
3663,working,workings,1.0
3664,workings,workings,1.0
3665,worke,worker,1.0
3666,worker,workers,1.0
3667,workers,workers,1.0
3668,word,wordi,1.0
3669,wordi,wordin,1.0
3670,wordin,wording,1.0
3671,wording,wordings,1.0
3672,wordings,wordings,1.0
3673,wi,win,0.23212441
3674,wi,wit,0.70753405
3675,wi,wis,0.06034153
3676,win,wint,0.95947785
3677,win,wind,0.04052215
3678,wint,winte,1.0
3679,winte,winter,1.0
3680,winter,winteri,0.00608269
3681,winter,wintere,0.00049937
3682,winter,winters,0.99341794
3683,winteri,winterin,1.0
3684,winterin,wintering,1.0
3685,wintering,wintering,1.0
3686,wintere,wintered,1.0
3687,wintered,wintered,1.0
3688,winters,winters,1.0
3689,wind,windi,1.0
3690,windi,windin,1.0
3691,windin,winding,1.0
3692,winding,windings,1.0
3693,windings,windings,1.0
3694,wit,with,1.0
3695,with,witho,1.0
3696,witho,withou,1.0
3697,withou,without,1.0
3698,without,without,1.0
3699,wis,wish,1.0
3700,wish,wishi,1.0
3701,wishi,wishin,1.0
3702,wishin,wishing,1.0
3703,wishing,wishing,1.0
3704,wh,whi,0.12523868
3705,wh,wha,0.32292486
3706,wh,whe,0.55183646
3707,whi,whis,1.0
3708,whis,whisp,1.0
3709,whisp,whispe,1.0
3710,whispe,whisper,1.0
3711,whisper,whispere,0.42376682
3712,whisper,whispers,0.57623318
3713,whispere,whispered,1.0
3714,whispered,whispered,1.0
3715,whispers,whispers,1.0
3716,wha,what,1.0
3717,what,whate,1.0
3718,whate,whatev,1.0
3719,whatev,whateve,1.0
3720,whateve,whatever,1.0
3721,whatever,whatever,1.0
3722,whe,whet,0.96173417
3723,whe,whee,0.03826583
3724,whet,wheth,1.0
3725,wheth,whethe,1.0
3726,whethe,whether,1.0
3727,whether,whether,1.0
3728,whee,wheel,1.0
3729,wheel,wheele,1.0
3730,wheele,wheeled,1.0
3731,wheeled,wheeled,1.0
3732,we,wei,0.3201264
3733,we,wed,0.60723792
3734,we,wea,0.00211649
3735,we,wet,0.07016841
3736,we,wes,0.00035078
3737,wei,weig,1.0
3738,weig,weigh,1.0
3739,weigh,weight,1.0
3740,weight,weighte,1.0
3741,weighte,weighted,1.0
3742,weighted,weighted,1.0
3743,wed,wedd,1.0
3744,wedd,weddi,1.0
3745,weddi,weddin,1.0
3746,weddin,wedding,1.0
3747,wedding,weddings,1.0
3748,weddings,weddings,1.0
3749,wea,wear,1.0
3750,wear,weari,1.0
3751,weari,wearin,1.0
3752,wearin,wearing,1.0
3753,wearing,wearings,1.0
3754,wearings,wearings,1.0
3755,wet,wett,1.0
3756,wett,wetti,0.76709797
3757,wett,wette,0.23290203
3758,wetti,wettin,1.0
3759,wettin,wetting,1.0
3760,wetting,wetting,1.0
3761,wette,wetter,0.17748918
3762,wette,wettes,0.82251082
3763,wetter,wetters,1.0
3764,wetters,wetters,1.0
3765,wettes,wettest,1.0
3766,wettest,wettest,1.0
3767,wes,west,1.0
3768,west,weste,1.0
3769,weste,westes,1.0
3770,westes,westest,1.0
3771,westest,westest,1.0
3772,wr,wro,0.00542485
3773,wr,wri,0.87022515
3774,wr,wra,0.12435
3775,wro,wron,1.0
3776,wron,wrong,1.0
3777,wrong,wrongi,0.01761658
3778,wrong,wronge,0.98238342
3779,wrongi,wrongin,1.0
3780,wrongin,wronging,1.0
3781,wronging,wronging,1.0
3782,wronge,wronged,1.0
3783,wronged,wronged,1.0
3784,wri,writ,1.0
3785,writ,writi,1.0
3786,writi,writin,1.0
3787,writin,writing,1.0
3788,writing,writings,1.0
3789,writings,writings,1.0
3790,wra,wrap,1.0
3791,wrap,wrapp,1.0
3792,wrapp,wrappe,1.0
3793,wrappe,wrapped,1.0
3794,wrapped,wrapped,1.0
3795,f,fa,0.14470583
3796,f,fi,0.22932268
3797,f,fl,0.06211836
3798,f,fo,0.3150649
3799,f,fu,0.15363779
3800,f,fe,0.02335415
3801,f,fr,0.0717963
3802,fa,fam,0.48419979
3803,fa,fat,0.27706545
3804,fa,fai,0.00340267
3805,fa,far,0.02292383
3806,fa,fac,0.08941189
3807,fa,fal,0.07113748
3808,fa,fas,0.0518589
3809,fam,fami,1.0
3810,fami,famil,1.0
3811,famil,famili,1.0
3812,famili,familia,0.16619318
3813,famili,familie,0.83380682
3814,familia,familiar,1.0
3815,familiar,familiars,1.0
3816,familiars,familiars,1.0
3817,familie,families,1.0
3818,families,families,1.0
3819,fat,fath,1.0
3820,fath,fathe,1.0
3821,fathe,father,1.0
3822,father,fatheri,0.00121141
3823,father,fathere,0.00335122
3824,father,fathers,0.99543737
3825,fatheri,fatherin,1.0
3826,fatherin,fathering,1.0
3827,fathering,fathering,1.0
3828,fathere,fathered,1.0
3829,fathered,fathered,1.0
3830,fathers,fathers,1.0
3831,fai,fail,1.0
3832,fail,faili,0.99852647
3833,fail,faile,0.00147353
3834,faili,failin,1.0
3835,failin,failing,1.0
3836,failing,failings,1.0
3837,failings,failings,1.0
3838,faile,failer,1.0
3839,failer,failers,1.0
3840,failers,failers,1.0
3841,far,fart,1.0
3842,fart,farth,1.0
3843,farth,farthe,1.0
3844,farthe,farthes,0.27392739
3845,farthe,farther,0.72607261
3846,farthes,farthest,1.0
3847,farthest,farthest,1.0
3848,farther,farther,1.0
3849,fac,faci,1.0
3850,faci,facin,1.0
3851,facin,facing,1.0
3852,facing,facings,1.0
3853,facings,facings,1.0
3854,fal,fall,1.0
3855,fall,falli,0.94556705
3856,fall,falle,0.05443295
3857,falli,fallin,1.0
3858,fallin,falling,1.0
3859,falling,falling,1.0
3860,falle,faller,1.0
3861,faller,fallers,1.0
3862,fallers,fallers,1.0
3863,fas,fast,1.0
3864,fast,faste,1.0
3865,faste,fastes,1.0
3866,fastes,fastest,1.0
3867,fastest,fastest,1.0
3868,fi,fig,0.32019481
3869,fi,fin,0.49272158
3870,fi,fil,0.05425015
3871,fi,fit,0.02729
3872,fi,fir,0.00025476
3873,fi,fis,0.10416029
3874,fi,fix,0.0011284
3875,fig,figh,0.11219425
3876,fig,figu,0.88780575
3877,figh,fight,1.0
3878,fight,fighti,0.00331022
3879,fight,fighte,0.99668978
3880,fighti,fightin,1.0
3881,fightin,fighting,1.0
3882,fighting,fightings,1.0
3883,fightings,fightings,1.0
3884,fighte,fighter,1.0
3885,fighter,fighters,1.0
3886,fighters,fighters,1.0
3887,figu,figur,1.0
3888,figur,figuri,0.02030534
3889,figur,figure,0.97969466
3890,figuri,figurin,1.0
3891,figurin,figuring,1.0
3892,figuring,figurings,1.0
3893,figurings,figurings,1.0
3894,figure,figured,0.03537479
3895,figure,figures,0.96462521
3896,figured,figured,1.0
3897,figures,figures,1.0
3898,fin,fing,0.16814939
3899,fin,find,0.2945477
3900,fin,fini,0.3170968
3901,fin,fina,0.22020611
3902,fing,finge,1.0
3903,finge,finger,1.0
3904,finger,fingeri,0.1079099
3905,finger,fingere,0.10110005
3906,finger,fingers,0.79099005
3907,fingeri,fingerin,1.0
3908,fingerin,fingering,1.0
3909,fingering,fingering,1.0
3910,fingere,fingered,1.0
3911,fingered,fingered,1.0
3912,fingers,fingers,1.0
3913,find,findi,0.73564593
3914,find,finde,0.26435407
3915,findi,findin,1.0
